asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score,decision,rule_reasons
A-000361,Land Plot,US,San Jose,37.31757,-121.88067,D,USD,2025-10-30,55,375289.0,,,,,,,,6670.0,40.63,,Industrial,,,,,,,A,True,,,,,,,,False,Clean,False,1,REG-999451180,1387288.0,2682956.59,2907568.24,0.4771,2.0959,0.623,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000362,Apartment,UK,London,51.47918,-0.11854,C,USD,2025-10-30,2,205358.0,2023.0,16.0,30.0,3.0,2.0,1.0,248.0,472.0,16.72,9.48,Industrial,B,tenant,1884.0,0.0,2.46,0.39,,,,,,,,,,False,Clean,True,0,REG-745344661,62960.0,100485.58,96766.74,0.6506,1.537,0.724,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000363,Car,FR,Paris,48.84105,2.34105,D,USD,2025-10-30,46,22875.0,,,,,,,,,,,,,,,,,,,,2019 BMW Corolla,2019.0,247153.0,3845.0,0.0,12.0,2.0,False,Clean,False,0,REG-940626058,7547.0,13975.02,14163.89,0.5328,1.8768,0.631,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000364,Condo,DE,Berlin,52.52098,13.41143,C,USD,2025-10-30,50,94105.0,1975.0,12.0,7.0,0.0,1.0,0.0,380.0,445.0,23.82,5.92,Mixed,D,tenant,5564.0,0.0,2.02,1.34,,,,,,,,,,True,Clean,False,1,REG-337889451,22419.0,33652.91,33367.16,0.6719,1.4883,0.708,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000365,Car,VN,Ho Chi Minh,10.7288,106.67744,C,USD,2025-10-30,36,50590.0,,,,,,,,,,,,,,,,,,,,2018 BMW Civic,2018.0,169407.0,3438.0,0.0,11.0,2.0,True,Clean,False,1,REG-216559500,16147.0,33547.39,33284.39,0.4851,2.0613,0.662,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000366,House,VN,Hanoi,20.99954,105.8303,A,USD,2025-10-30,46,391928.0,1979.0,0.0,2.0,5.0,1.0,2.0,386.0,3846.0,14.17,4.23,Residential,B,vacant,3685.0,0.0,0.12,1.25,,,,,,,,,,False,Clean,True,1,REG-721277030,122823.0,249754.52,245246.23,0.5008,1.9967,0.947,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000367,House,JP,Tokyo,35.66873,139.68187,A,USD,2025-10-30,53,336074.0,1972.0,0.0,4.0,4.0,1.0,1.0,710.0,3206.0,27.91,11.08,Industrial,B,vacant,1548.0,1.0,1.27,0.35,,,,,,,,,,True,Clean,True,0,REG-384844708,86998.0,194243.96,193569.67,0.4494,2.225,0.734,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000368,Land Plot,US,New York,40.70132,-73.98819,C,USD,2025-10-30,21,34758.0,,,,,,,,129.0,58.97,,Industrial,,,,,,,A,True,,,,,,,,True,Pending Verification,True,0,REG-293340145,3208.0,6635.84,6640.71,0.4831,2.07,0.674,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000369,Car,US,San Jose,37.32472,-121.88964,A,USD,2025-10-30,26,7494.0,,,,,,,,,,,,,,,,,,,,2015 Ford Sportage,2015.0,230993.0,3870.0,0.0,3.0,2.0,True,Pending Verification,True,1,REG-390701655,2114.0,3243.63,3167.29,0.6674,1.4982,0.902,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000370,Apartment,UK,London,51.47357,-0.12456,C,USD,2025-10-30,46,103766.0,1979.0,2.0,16.0,1.0,3.0,2.0,185.0,768.0,23.3,21.03,Commercial,B,tenant,2491.0,0.0,3.35,2.36,,,,,,,,,,True,Disputed,False,2,REG-720492156,23992.0,35760.03,37688.99,0.6366,1.5709,0.672,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000371,Condo,FR,Paris,48.8451,2.37347,D,USD,2025-10-30,29,196863.0,1996.0,14.0,28.0,5.0,3.0,1.0,241.0,360.0,4.07,16.42,Residential,D,tenant,2924.0,0.0,1.67,1.47,,,,,,,,,,True,Clean,True,0,REG-854480548,36144.0,55853.82,55707.36,0.6488,1.5413,0.588,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000372,Condo,DE,Berlin,52.54099,13.39402,C,USD,2025-10-30,2,190124.0,2023.0,6.0,9.0,4.0,1.0,2.0,397.0,776.0,7.7,17.88,Mixed,E,tenant,2536.0,0.0,2.18,0.7,,,,,,,,,,False,Clean,False,1,REG-979085491,60511.0,98192.72,98771.63,0.6126,1.6323,0.774,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000373,Car,VN,Ho Chi Minh,10.77215,106.70677,B,USD,2025-10-30,33,67637.0,,,,,,,,,,,,,,,,,,,,2013 Mazda C-Class,2013.0,243361.0,2325.0,0.0,14.0,2.0,False,Clean,False,0,REG-338829894,16196.0,22583.07,20561.27,0.7877,1.2695,0.836,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000374,House,VN,Hanoi,20.97656,105.8289,A,USD,2025-10-30,23,213982.0,2002.0,0.0,2.0,3.0,1.0,0.0,2032.0,4164.0,6.9,18.6,Mixed,C,tenant,960.0,1.0,2.79,1.06,,,,,,,,,,False,Clean,False,2,REG-302311991,68141.0,140060.08,142704.04,0.4775,2.0942,0.782,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000375,Land Plot,JP,Tokyo,35.68951,139.6795,B,USD,2025-10-30,13,337425.0,,,,,,,,6032.0,29.08,,Agricultural,,,,,,,A,True,,,,,,,,False,Clean,False,0,REG-585926928,2091505.0,4186264.34,4838631.73,0.4323,2.3135,0.802,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000376,Car,US,New York,40.68395,-74.01392,C,USD,2025-10-30,8,26735.0,,,,,,,,,,,,,,,,,,,,2019 Honda Civic,2019.0,206715.0,2847.0,0.0,5.0,1.0,False,Clean,False,2,REG-494345737,9106.0,16441.76,16992.74,0.5359,1.8661,0.753,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000377,House,US,San Jose,37.34325,-121.89441,C,USD,2025-10-30,34,428501.0,1991.0,0.0,3.0,5.0,3.0,0.0,633.0,4521.0,26.07,14.46,Residential,B,owner,5454.0,0.0,2.64,0.75,,,,,,,,,,False,Clean,True,0,REG-359047266,64184.0,145673.96,144929.31,0.4429,2.258,0.655,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000378,Condo,UK,London,51.52689,-0.12039,D,USD,2025-10-30,47,108515.0,1978.0,17.0,38.0,1.0,3.0,2.0,185.0,448.0,26.71,8.44,Residential,C,tenant,1207.0,0.0,1.96,0.16,,,,,,,,,,True,Clean,True,0,REG-183365027,19939.0,30838.55,32265.3,0.618,1.6182,0.645,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000379,Car,FR,Paris,48.87703,2.34986,A,USD,2025-10-30,44,8649.0,,,,,,,,,,,,,,,,,,,,2013 Mazda Sportage,2013.0,16352.0,2316.0,0.0,14.0,1.0,False,Clean,True,1,REG-241455270,1643.0,3034.61,3235.92,0.5077,1.9695,0.912,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000380,House,DE,Berlin,52.54747,13.42496,A,USD,2025-10-30,42,349869.0,1983.0,0.0,2.0,4.0,2.0,1.0,996.0,129.0,21.14,29.27,Industrial,C,tenant,3723.0,0.0,2.96,1.17,,,,,,,,,,True,Clean,True,1,REG-718996944,133934.0,192673.46,194982.26,0.6869,1.4558,0.927,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000381,House,VN,Ho Chi Minh,10.75336,106.68353,A,USD,2025-10-30,20,216907.0,2005.0,0.0,2.0,1.0,3.0,1.0,2239.0,1610.0,26.78,10.26,Commercial,A,tenant,4054.0,0.0,1.59,1.23,,,,,,,,,,False,Clean,False,1,REG-494290020,91716.0,140757.16,136383.86,0.6725,1.487,0.931,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000382,Apartment,VN,Hanoi,21.0415,105.83734,C,USD,2025-10-30,50,87922.0,1975.0,18.0,30.0,3.0,3.0,0.0,287.0,127.0,17.0,23.15,Industrial,A,owner,2784.0,1.0,1.25,0.97,,,,,,,,,,True,Clean,False,0,REG-766870867,10229.0,29931.61,28814.98,0.355,2.817,0.57,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000383,House,JP,Tokyo,35.68488,139.70007,D,USD,2025-10-30,6,245176.0,2019.0,0.0,4.0,4.0,1.0,0.0,1988.0,1849.0,11.75,8.92,Commercial,C,tenant,4236.0,0.0,0.42,0.96,,,,,,,,,,True,Clean,True,0,REG-126468642,55670.0,94030.91,88565.52,0.6286,1.5909,0.695,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000384,Car,US,New York,40.6919,-74.02128,C,USD,2025-10-30,21,17193.0,,,,,,,,,,,,,,,,,,,,2016 Ford Sportage,2016.0,208075.0,1044.0,0.0,7.0,3.0,True,Clean,True,1,REG-959295995,6050.0,8213.45,8081.49,0.7486,1.3358,0.773,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000385,Car,US,San Jose,37.33565,-121.86021,D,USD,2025-10-30,51,57888.0,,,,,,,,,,,,,,,,,,,,2025 Ford Civic,2025.0,212158.0,1259.0,0.0,2.0,3.0,False,Clean,False,1,REG-454848281,26915.0,60074.53,61780.36,0.4357,2.2954,0.588,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000386,House,UK,London,51.50879,-0.16937,B,USD,2025-10-30,37,489679.0,1988.0,0.0,1.0,4.0,2.0,0.0,2082.0,1112.0,19.53,9.77,Industrial,D,owner,5288.0,0.0,2.22,0.77,,,,,,,,,,False,Clean,False,0,REG-178079066,84682.0,257182.66,249745.67,0.3391,2.9492,0.836,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000387,Condo,FR,Paris,48.85924,2.36108,D,USD,2025-10-30,41,277952.0,1984.0,18.0,20.0,0.0,1.0,2.0,279.0,510.0,26.06,5.36,Commercial,C,owner,256.0,0.0,1.81,1.05,,,,,,,,,,False,Clean,False,0,REG-353505275,60125.0,77165.56,76316.78,0.7878,1.2693,0.633,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000388,House,DE,Berlin,52.51331,13.4029,D,USD,2025-10-30,48,479082.0,1977.0,0.0,4.0,5.0,3.0,1.0,1462.0,4297.0,18.59,28.49,Commercial,D,owner,563.0,0.0,1.85,0.1,,,,,,,,,,False,Clean,True,1,REG-281789946,78731.0,135823.47,138485.79,0.5685,1.759,0.613,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000389,Condo,VN,Ho Chi Minh,10.78754,106.70943,C,USD,2025-10-30,8,213459.0,2017.0,8.0,38.0,3.0,3.0,0.0,278.0,101.0,4.06,9.51,Commercial,C,tenant,1782.0,0.0,1.99,1.74,,,,,,,,,,False,Clean,True,0,REG-856075934,58329.0,115141.56,127055.09,0.4591,2.1782,0.713,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000390,Land Plot,VN,Hanoi,21.03105,105.86383,C,USD,2025-10-30,33,326559.0,,,,,,,,2595.0,5.06,,Industrial,,,,,,,B,True,,,,,,,,False,Clean,True,0,REG-229505099,502801.0,1471253.5,1544450.63,0.3256,3.0717,0.675,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000391,Apartment,JP,Tokyo,35.65005,139.70181,D,USD,2025-10-30,58,130463.0,1967.0,14.0,20.0,4.0,3.0,1.0,169.0,751.0,27.63,21.98,Mixed,C,tenant,5615.0,0.0,0.77,1.16,,,,,,,,,,False,Clean,True,1,REG-310514770,18368.0,32109.3,32013.77,0.5738,1.7429,0.693,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000392,Condo,US,New York,40.7061,-74.01048,B,USD,2025-10-30,32,294467.0,1993.0,6.0,15.0,2.0,3.0,2.0,61.0,488.0,4.23,9.55,Industrial,E,owner,5870.0,0.0,0.62,1.7,,,,,,,,,,True,Pending Verification,False,0,REG-278412534,117547.0,152701.6,148141.65,0.7935,1.2603,0.811,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000393,Land Plot,US,San Jose,37.32529,-121.91644,A,USD,2025-10-30,0,347818.0,,,,,,,,3591.0,34.09,,Residential,,,,,,,B,False,,,,,,,,False,Pending Verification,False,0,REG-140142940,1220660.0,3131175.33,2954508.84,0.4132,2.4204,0.917,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000394,Car,UK,London,51.51191,-0.12524,B,USD,2025-10-30,33,24234.0,,,,,,,,,,,,,,,,,,,,2020 BMW Sportage,2020.0,236905.0,1563.0,0.0,10.0,3.0,True,Clean,True,0,REG-641975427,7489.0,15021.27,13821.28,0.5418,1.8455,0.8,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000395,Car,FR,Paris,48.84439,2.31091,A,USD,2025-10-30,46,50403.0,,,,,,,,,,,,,,,,,,,,2013 Ford Sportage,2013.0,112829.0,4247.0,1.0,9.0,1.0,True,Clean,True,0,REG-477437280,8806.0,17277.15,17921.27,0.4914,2.0351,0.835,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000396,Car,DE,Berlin,52.51715,13.38109,B,USD,2025-10-30,45,44313.0,,,,,,,,,,,,,,,,,,,,2020 Ford Sportage,2020.0,67649.0,4437.0,0.0,3.0,3.0,False,Clean,False,1,REG-404213348,17290.0,29452.45,29160.82,0.5929,1.6866,0.83,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000397,Apartment,VN,Ho Chi Minh,10.74917,106.74104,B,USD,2025-10-30,33,113426.0,1992.0,6.0,12.0,1.0,3.0,1.0,176.0,672.0,21.89,29.36,Mixed,B,vacant,1214.0,0.0,2.76,1.59,,,,,,,,,,True,Clean,False,1,REG-612223840,36547.0,59645.51,57101.06,0.64,1.5624,0.82,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000398,Land Plot,VN,Hanoi,21.02293,105.83855,C,USD,2025-10-30,6,373583.0,,,,,,,,7763.0,27.73,,Commercial,,,,,,,B,False,,,,,,,,True,Clean,True,1,REG-459185049,3908921.0,5391413.01,5035543.45,0.7763,1.2882,0.766,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000399,Car,JP,Tokyo,35.68497,139.69667,C,USD,2025-10-30,19,6428.0,,,,,,,,,,,,,,,,,,,,2012 Mazda Elantra,2012.0,68490.0,3451.0,0.0,8.0,3.0,True,Clean,False,2,REG-282433024,1383.0,2236.87,2099.7,0.6587,1.5182,0.706,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000400,Condo,US,New York,40.73309,-73.99824,C,USD,2025-10-30,9,210536.0,2016.0,3.0,17.0,4.0,3.0,2.0,141.0,948.0,12.53,27.86,Mixed,B,owner,4835.0,0.0,2.3,1.63,,,,,,,,,,False,Clean,False,1,REG-866741292,39703.0,98176.15,97531.75,0.4071,2.4565,0.728,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
